鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
淡水區,房地(土地+建物),新春街121~150號,23.58,都市：其他:住宅區,,,1090819,土地2建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030423,129.36,3,2,2,有,有,9000000,69573,,0.0,0,,RPRRMLPJIIPFFEF98EA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,中山北路三段31~60號,19.89,都市：其他:第五種住宅區,,,1090913,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020909,136.18,2,2,1,有,有,7280000,61782,坡道平面,37.77,1200000,,RPWRMLRJIIPFFEF07EA,60.44,0.0,8.47,有
淡水區,房地(土地+建物)+車位,新春街125巷31~60號,19.5,都市：其他:住宅區,,,1090906,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841207,133.44,3,2,2,有,有,6080000,45564,坡道平面,0.0,0,陽台外推;,RPTNMLSJIIPFFEF09EA,79.84,0.0,9.13,有
汐止區,房地(土地+建物),福德一路91~120號,24.59,都市：其他:第二種住宅區,,,1090909,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970722,149.9,4,2,2,有,有,16000000,106738,,0.0,0,,RPROMLSJIIPFFDF88EA,90.8,3.42,11.43,有
汐止區,房地(土地+建物),建成路160巷31~60號,6.62,都市：其他:第二種住宅區,,,1090917,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851116,50.949999999999996,1,1,1,有,有,5200000,102061,,0.0,0,,RPTOMLSJIIPFFDF09EA,33.22,0.0,5.33,有
汐止區,房地(土地+建物),連興街31~60號,11.55,都市：其他:商業區,,,1090916,土地1建物1車位0,三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850809,143.48,4,2,2,有,有,16800000,117089,,0.0,0,,RPPPMLSJIIPFFDF78EA,96.54,2.25,14.9,有
汐止區,房地(土地+建物),大同路二段241~270號,5.07,都市：其他:第二種住宅區,,,1090823,土地1建物1車位0,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,64.1,1,1,1,有,有,6260000,97660,,0.0,0,陽台外推;,RPQNMLMKIIPFFDF18EA,49.51,0.0,10.21,有
新店區,房地(土地+建物)+車位,安康路二段159巷1~30號,11.01,都市：其他:第三種住宅區。,,,1090910,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901031,125.33,3,2,2,有,有,12300000,98141,坡道機械,20.32,0,,RPPTNLRJIIPFFCF09EA,74.69,0.66,9.56,有
新店區,房地(土地+建物)+車位,中央路151~180號,60.13,都市：其他:捷運系統用地,,,1090613,土地3建物1車位1,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011114,345.15,4,2,4,有,有,42000000,125615,坡道平面,32.29,2700000,,RPTOMLSLRHPFFCF37EA,185.67,7.55,18.93,有
土城區,房地(土地+建物)+車位,中央路四段68巷1~30號,13.75,都市：其他:住宅區,,,1090821,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820916,130.56,3,2,2,有,有,11200000,85784,坡道平面,0.0,0,陽台外推;,RPTNMLPJIIPFFAF38EA,0.0,0.0,0.0,有
泰山區,房地(土地+建物)+車位,明志路二段181~210號,12.69,都市：其他:市場用地,,,1090904,土地3建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941226,172.89,4,2,2,有,有,13700000,79241,坡道平面,27.13,0,,RPXRMLMKIIPFFBF09EA,94.0,2.3,10.4,有
板橋區,房地(土地+建物)+車位,金門街47巷1~30號,20.58,都市：其他:第一種住宅區,,,1090917,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940621,151.73000000000002,4,2,2,有,有,12300000,81065,坡道平面,0.0,0,,RPSNMLMKIIPFFAF08EA,82.48,3.87,4.29,有
樹林區,房地(土地+建物)+車位,學勤路391~420號,15.58,都市：其他:商業區,,,1090914,土地1建物1車位1,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971030,187.54,2,2,2,有,有,16000000,85315,坡道平面,39.83,0,,RPVQMLQJIIPFFIF07DA,91.27,0.0,12.56,有
中和區,房地(土地+建物),景安路247巷1~30號,10.44,都市：其他:住宅區,,,1090905,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970710,65.81,2,2,1,有,有,10900000,165628,,0.0,0,,RPOPMLSJIIPFFHF98DA,43.24,4.44,2.44,有
五股區,房地(土地+建物)+車位,成泰路一段189巷1~30號,23.88,都市：其他:住宅區,,,1090906,土地1建物1車位1,二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820729,206.0,3,2,2,有,有,13100000,63592,坡道平面,0.0,0,,RPPQMLSJIIPFFBF58DA,160.08,1.12,16.62,有
板橋區,房地(土地+建物)+車位,光環路二段1~30號,9.13,都市：其他:住宅區,,,1090906,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021226,140.06,2,2,2,有,有,20000000,142796,坡道平面,23.36,0,親友、員工、共有人或其他特殊關係間之交易;,RPVQMLSJIIPFFAF09DA,66.26,4.55,9.27,有
土城區,房地(土地+建物),中華路一段31~60號,2.69,都市：其他:第一種住宅區,,,1090902,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840121,30.310000000000002,1,1,1,有,有,3750000,123762,,0.0,0,其他增建;,RPSOMLQJIIPFFAF38DA,23.7,0.24,0.0,有
淡水區,房地(土地+建物)+車位,新市三路二段211~240號,7.79,都市：其他:第三之一種中心商業區,,,1090818,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,104.32,2,2,1,有,有,7320000,75429,坡道機械,15.23,600000,,RPWQMLPLQHPFFEF57DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,八勢路50巷61~90號,75.86,都市：其他:住宅區(一),,,1090629,土地1建物1車位2,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521,297.53999999999996,4,2,2,有,有,29640000,114319,坡道平面,75.88,4300000,,RPWPMLMJRHPFFEF07DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,八勢路50巷61~90號,75.86,都市：其他:住宅區(一),,,1090815,土地1建物1車位2,十六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521,297.53999999999996,4,2,2,有,有,34280000,136154,坡道平面,75.88,4100000,,RPPOMLQKRHPFFEF76DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,八勢路50巷61~90號,70.7,都市：其他:住宅區(一),,,1090901,土地1建物1車位2,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521,281.88,3,2,2,有,有,31580000,134369,坡道平面,75.88,3900000,,RPRQMLSKRHPFFEF37DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,八勢路50巷61~90號,71.25,都市：其他:住宅區(一),,,1090805,土地1建物1車位2,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521,283.85,3,2,2,有,有,31300000,131750,坡道平面,75.88,3900000,,RPTQMLSKRHPFFEF57DA,0.0,0.0,0.0,有
汐止區,房地(土地+建物)+車位,樟樹二路271~300號,25.69,都市：其他:第二種住宅區,,,1090909,土地1建物1車位1,七層，八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900314,168.17000000000002,3,2,2,有,有,13650000,81168,坡道平面,0.0,0,其他增建;,RPUOMLSJIIPFFDF09DA,93.05,0.0,10.86,有
汐止區,房地(土地+建物),新台五路二段181~210號,1.56,都市：其他:第二種住宅區,,,1090829,土地2建物1車位0,七層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0851230,33.05,0,1,1,有,有,2450000,74130,,0.0,0,,RPSOMLMKIIPFFDF38DA,19.62,0.0,4.06,有
汐止區,房地(土地+建物),大同路二段241~270號,5.0,都市：其他:第二種住宅區,,,1090829,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,61.77,1,1,1,有,有,7200000,116561,,0.0,0,陽台外推;,RPOPMLTJRHPFFDF86DA,47.5,0.0,10.06,有
新店區,房地(土地+建物),寶橋路78巷91~120號,11.11,都市：其他:住宅區,,,1090907,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,114.47,3,2,2,有,有,17300000,151131,,0.0,0,,RPTPMLQJIIPFFCF78DA,69.78,4.67,6.05,有
新店區,房地(土地+建物),新坡一街61~90號,51.25,,山坡地保育區,丙種建築用地,1090814,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,101.09,3,2,2,有,有,9380000,92789,,0.0,0,陽台外推;,RPQNMLSJIIPFFCF48DA,70.87,2.38,9.24,有
深坑區,房地(土地+建物)+車位,北深路二段2巷1~30號,60.38,,山坡地保育區,丙種建築用地,1090826,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840323,169.15,4,2,2,有,有,10300000,60893,坡道平面,0.0,0,陽台外推;其他增建;,RPQNMLSLRHPFFCF86DA,105.42,2.66,12.32,有
中和區,房地(土地+建物),華新街143巷106弄1~30號,14.87,都市：其他:住宅區,,,1090818,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850522,68.45,2,1,1,有,有,5350000,78159,,0.0,0,1.陽台加建雨遮2.建物現況格局:2房1廳1衛1廚房,RPWOMLPJIIPFFHF76DA,0.0,0.0,0.0,有
中和區,房地(土地+建物)+車位,台新街1~30號,27.3,都市：其他:住宅區,,,1090906,土地3建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880717,192.74,4,2,2,有,有,19000000,98578,坡道平面,0.0,0,其他增建;,RPXPMLQJIIPFFHF07DA,96.74,0.0,12.78,有
永和區,房地(土地+建物),保生路22巷1~30號,2.74,都市：其他:道路用地,,,1090820,土地3建物1車位0,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890105,45.32,1,1,1,有,有,8000000,176523,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPQQMLQJIIPFFHF09DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,仁愛街271~300號,10.75,都市：其他:商業區,,,1090822,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960209,137.79,2,2,1,有,有,16100000,116844,坡道平面,35.77,0,,RPOQMLRJIIPFFGF88DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,集勇街1~30號,39.39,都市：其他:住宅區,,,1090903,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990920,217.48000000000002,4,1,2,有,有,7900000,36325,坡道平面,25.54,0,親友、員工、共有人或其他特殊關係間之交易;,RPPPMLSJIIPFFGF98DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,中山北路一段361~390號,24.62,都市：其他:第五種住宅區,,,1090818,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960302,170.3,4,2,2,有,有,10200000,59894,坡道平面,28.68,0,,RPQOMLSJIIPFFEF78DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,中山北路二段188巷1~30號,28.78,都市：其他:第五種住宅區,,,1090725,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020712,204.47,4,2,2,有,有,15300000,74828,坡道平面,31.91,0,,RPQVMLRJIIPFFEF76DA,0.0,0.0,0.0,有
八里區,房地(土地+建物)+車位,商港路91~120號,21.18,都市：其他:第二種住宅區,,,1090913,土地1建物1車位1,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040306,136.54000000000002,2,1,1,有,有,6800000,49802,坡道平面,32.47,0,,RPXTMLQJIIPFFEF17DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,八勢路50巷31~60號,42.6,都市：其他:住宅區(一),,,1090830,土地1建物1車位2,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060602,222.73,3,2,2,有,有,23880000,129413,坡道平面,68.34,3900000,,RPSSMLPLRHPFFEF47DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物),新春街151~180號,2.61,都市：其他:道路用地,,,1090916,土地2建物1車位0,十三層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0880811,41.730000000000004,1,1,1,有,有,2900000,69494,,0.0,0,,RPRQMLPJIIPFFEF78DA,0.0,0.0,0.0,有
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,12.03,都市：其他:第五種住宅區,,,1090812,土地1建物1車位1,十六層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,5870000,73972,坡道平面,25.02,1300000,,RPPSMLPJIIPFFEF78DA,35.65,1.96,4.03,有
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1090810,土地1建物1車位1,二十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,8710000,81933,坡道平面,25.02,1300000,,RPQSMLPJIIPFFEF88DA,53.25,3.72,4.17,有
淡水區,房地(土地+建物)+車位,新市三路一段31~60號,16.72,都市：其他:第五種住宅區,,,1090807,土地1建物1車位1,二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,114.43,2,1,2,有,有,8030000,75271,坡道平面,25.02,1300000,,RPRSMLPJIIPFFEF98DA,52.13,3.93,4.66,有
淡水區,房地(土地+建物)+車位,新市三路一段121~150號,21.82,都市：其他:第五種住宅區,,,1090828,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.73000000000002,3,1,2,有,有,11480000,85039,坡道平面,25.02,1300000,,RPSSMLPJIIPFFEF09DA,70.83,5.02,5.41,有
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,16.92,都市：其他:第五種住宅區,,,1090816,土地1建物1車位1,二十六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,1,2,有,有,8850000,83481,坡道平面,25.02,1300000,,RPTSMLPJIIPFFEF56DA,53.25,3.72,4.17,有
淡水區,房地(土地+建物),中正路二段31~60號,6.0,都市：其他:商業區,,,1090902,土地2建物1車位0,十七層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061026,76.31,1,2,1,有,有,7070000,92648,,0.0,0,,RPPNMLTLRHPFFEF07DA,41.73,3.93,4.02,有
淡水區,房地(土地+建物)+車位,八勢路2巷1~30號,18.01,都市：其他:商業區(一),,,1090809,土地2建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080509,113.14,2,2,1,有,有,11760000,118346,坡道機械,22.22,1000000,,RPVTMLTLRHPFFEF28DA,53.4,1.17,3.78,有
淡水區,房地(土地+建物)+車位,新市一路三段101巷151~180號,31.8,都市：其他:第五種住宅區,,,1090924,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031106,209.26,3,2,2,有,有,13880000,66329,坡道平面,34.7,0,,RPSVMLOLRHPFFEF67DA,116.5,0.0,6.7,有
淡水區,房地(土地+建物)+車位,新市一路三段181~210號,21.57,都市：其他:第五種住宅區,,,1090824,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970609,156.39,3,2,2,有,有,8600000,54991,坡道平面,27.55,0,,RPQNMLOLRHPFFEF66DA,81.84,3.24,7.94,有
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,26.91,都市：其他:第五種住宅區,,,1090901,土地1建物1車位1,十一層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.58999999999997,3,2,2,有,有,14180000,83219,坡道平面,25.02,1400000,,RPPUMLQJIIPFFEF09DA,88.94,3.61,11.58,有
八里區,房地(土地+建物)+車位,忠孝路301~330號,32.26,都市：其他:第一種住宅區,,,1090912,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,177.0,3,2,2,有,有,10700000,68242,坡道平面,32.66,850000,,RPRVMLQJIIPFFEF76DA,86.03,0.0,10.78,有
淡水區,房地(土地+建物)+車位,新市一路一段121~150號,21.13,都市：其他:第五種住宅區,,,1090825,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,163.09,3,2,2,有,有,10200000,62542,坡道平面,29.2,0,,RPQPMLRJIIPFFEF78DA,80.47,8.08,4.86,有
淡水區,房地(土地+建物),學府路136巷31~60號,6.4,都市：其他:住宅區,,,1090910,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961002,30.310000000000002,1,0,1,有,有,2300000,75883,,0.0,0,陽台外推;,RPUPMLMKIIPFFEF78DA,17.33,0.0,2.86,有
三重區,房地(土地+建物)+車位,進安街91~120號,51.33,都市：其他:住宅區,,,1090719,土地1建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000725,338.27,4,2,3,有,有,36940000,109203,坡道平面,28.02,0,,RPUPMLMKIIPFFGF98DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,進安街91~120號,50.34,都市：其他:住宅區,,,1090719,土地1建物1車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000725,338.27,4,2,3,有,有,36940000,109203,坡道平面,28.02,0,,RPVPMLMKIIPFFGF09DA,0.0,0.0,0.0,有
三重區,房地(土地+建物)+車位,中正南路211~240號,11.44,都市：其他:住宅區,,,1090915,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,133.4,3,2,2,有,有,16880000,126537,坡道機械,5.61,0,,RPOQMLMKIIPFFGF48DA,0.0,0.0,0.0,有
中和區,房地(土地+建物),中興街181~210號,14.56,都市：其他:住宅區,,,1090902,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971009,118.84,3,2,2,有,有,5500000,46281,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPNMLNJIIPFFHF38DA,73.72,5.13,2.7,有
新店區,房地(土地+建物),復興路42巷1~30號,5.96,都市：其他:第四種住宅區,,,1090923,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841130,62.400000000000006,2,1,1,有,有,8500000,136218,,0.0,0,含租約;,RPSNMLSJIIPFFCF68DA,36.73,1.43,5.86,有
汐止區,房地(土地+建物),新昌路31~60號,9.2,都市：其他:第二種住宅區,,,1090924,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060214,61.379999999999995,0,0,0,無,有,8500000,138482,,0.0,0,土地總價493萬房屋總價357萬,RPWPMLPJIIPFFDF09DA,37.43,2.24,4.12,有
汐止區,房地(土地+建物),福德一路201巷31~60號,16.08,都市：其他:第二種住宅區,,,1090911,土地1建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830204,106.75,3,2,2,有,有,11300000,105865,,0.0,0,陽台外推;,RPQOMLQJIIPFFDF48DA,81.65,1.23,9.45,有
淡水區,房地(土地+建物)+車位,新市三路一段91~120號,26.91,都市：其他:第五種住宅區,,,1090810,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.3,3,2,2,有,有,13890000,82137,坡道平面,25.02,1300000,,RPWRMLSKRHPFFEF97DA,88.65,3.61,11.58,有
淡水區,房地(土地+建物)+車位,新市五路三段151~180號,10.95,都市：其他:第三之一種中心商業區,,,1090624,土地1建物1車位1,十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.15,3,2,2,有,有,11350000,80942,坡道平面,30.84,1450000,親友、員工、共有人或其他特殊關係間之交易;,RPVRMLLLQHPFFEF17DA,70.14,5.71,7.71,有
淡水區,房地(土地+建物)+車位,新市五路三段181~210號,9.85,都市：其他:第三之一種中心商業區,,,1090722,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,140.52,3,2,1,有,有,9810000,76678,坡道平面,30.84,1400000,親友、員工、共有人或其他特殊關係間之交易;,RPWRMLLLQHPFFEF27DA,63.35,6.44,5.14,有
淡水區,房地(土地+建物)+車位,新市五路三段181~210號,7.74,都市：其他:第三之一種中心商業區,,,1090722,土地1建物1車位1,二十六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,102.52000000000001,2,2,1,有,有,8220000,85189,坡道機械,15.42,800000,親友、員工、共有人或其他特殊關係間之交易;,RPPSMLLLQHPFFEF66DA,51.8,2.8,4.89,有
板橋區,房地(土地+建物)+車位,和平路91~120號,21.14,都市：其他:住宅區,,,1090905,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980522,178.63,3,2,2,有,有,21380000,119689,坡道平面,28.11,0,陽台外推;,RPPRMLSLRHPFFAF96DA,86.65,0.0,18.04,有
板橋區,房地(土地+建物),文化路二段182巷3弄31~60號,9.09,都市：其他:商業區,,,1090822,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030129,98.2,2,1,1,有,有,19900000,202648,,0.0,0,,RPXOMLSKRHPFFAF37DA,55.8,4.16,3.93,有
土城區,房地(土地+建物),學府路二段22巷1~30號,14.51,都市：其他:第一種住宅區,,,1090719,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810919,98.99,3,2,2,有,有,10980000,110920,,0.0,0,,RPSOMLLLRHPFFAF88DA,0.0,0.0,0.0,有
板橋區,房地(土地+建物),英士路31~60號,8.46,都市：其他:商業區,,,1090815,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880603,105.01,3,2,1,有,有,12500000,119036,,0.0,0,,RPOUMLNJRHPFFAF09DA,74.72,0.0,5.56,有
板橋區,房地(土地+建物),民生路三段301~330號,3.2,都市：其他:住宅區,,,1090705,土地1建物1車位0,二十九層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,94.24,2,2,2,有,有,13000000,137931,,0.0,0,夾層;,RPQQMLRJIIPFFAF48DA,57.73,0.0,11.59,有
板橋區,房地(土地+建物)+車位,漢生東路241~270號,18.41,都市：其他:第二種特定專用區,,,1090921,土地1建物1車位1,十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,287.27,3,2,2,有,有,54700000,190413,坡道平面,17.95,0,陽台外推;其他增建;,RPRNMLLKIIPFFAF77DA,157.25,9.12,18.71,有
板橋區,房地(土地+建物),國泰街25巷1~30號,18.75,都市：其他:商業區,,,1090913,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860127,109.33,3,2,2,有,有,13200000,120735,,0.0,0,含土地增值稅或其他稅費393988元;,RPPOMLMKIIPFFAF77DA,85.87,1.14,8.97,有
板橋區,房地(土地+建物)+車位,華東街241~270號,32.29,都市：其他:住宅區,,,1090918,土地2建物1車位2,二十二層，二十三層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031003,380.06,0,0,0,無,有,48780000,140649,坡道平面,48.88,2200000,,RPROMLMKIIPFFAF97DA,192.24,10.39,24.21,有
板橋區,房地(土地+建物),文化路二段91~120號,8.95,都市：其他:住宅區,,,1090923,土地1建物1車位0,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,135.97,0,1,1,有,有,20000000,147091,,0.0,0,,RPRPMLMKIIPFFAF08DA,102.36,1.14,14.06,有
板橋區,房地(土地+建物),新府路61~90號,4.93,都市：其他:第二種特定專用區,,,1090904,土地1建物1車位0,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971119,71.98,1,1,1,有,有,12280000,170603,,0.0,0,,RPPRMLMKIIPFFAF08DA,41.53,1.77,2.69,有
林口區,房地(土地+建物)+車位,中山路511~540號,11.94,都市：其他:中心商業區,,,1090915,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,129.09,2,2,1,有,有,8400000,65071,坡道平面,32.43,0,,RPPQMLTLRHPFFBF07DA,0.0,0.0,0.0,有
林口區,房地(土地+建物)+車位,文化二路一段260巷1~30號,86.48,都市：其他:第五種住宅區,,,1090906,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901012,255.94,4,2,3,有,有,16880000,65953,坡道平面,30.07,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;,RPUNMLTJIIPFFBF88DA,0.0,0.0,0.0,有
永和區,房地(土地+建物)+車位,永貞路360巷1~30號,17.69,都市：其他:商業區,,,1090823,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901127,215.20999999999998,4,3,2,有,有,27800000,129176,坡道機械,17.04,0,陽台外推;,RPPPMLNKIIPFFHF68DA,0.0,0.0,0.0,有
板橋區,房地(土地+建物)+車位,文化路一段361~390號,6.96,都市：其他:住宅區,,,1090816,土地1建物1車位1,二十六層,四十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,152.2,3,2,2,有,有,27700000,206880,坡道平面,28.94,2200000,陽台外推;,RPOSMLMKIIPFFAF18EA,72.4,0.0,14.19,有
新店區,房地(土地+建物)+車位,寶慶街1~30號,10.19,都市：其他:第四種住宅區,,,1090828,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890203,150.07,2,2,2,有,有,17800000,118611,坡道平面,36.92,0,,RPTOMLMKIIPFFCF48EA,77.71,0.0,9.2,有
新店區,房地(土地+建物)+車位,達觀路31~60號,46.6,,山坡地保育區,丙種建築用地,1090817,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880309,118.61,2,1,1,有,有,6800000,70805,坡道平面,33.87,800000,其他增建;,RPVOMLMKIIPFFCF68EA,55.65,0.0,10.3,有
